a,b,c
445,48,997
391,41,503
355,12,261
19,33,246
451,72,342
64,42,550
41,2,382
173,12,114
67,21,615
178,100,330
879,48,48
205,46,272
675,39,759
913,85,808
529,16,62
820,95,885
950,99,740
58,50,281
414,76,232
162,43,546
625,45,578
922,27,275
338,57,304
166,40,780
402,46,600
599,76,668
499,25,5
164,17,54
489,77,783
742,66,377
486,48,599
199,70,636
477,12,297
641,28,409
644,59,767
708,53,423
733,92,499
834,61,772
465,89,222
215,76,183
802,72,129
184,2,302
227,50,151
561,37,259
849,30,659
384,33,673
822,69,120
155,26,811
936,83,301
511,87,397
977,70,145
77,32,410
774,26,906
378,27,803
104,24,216
923,18,727
611,45,874
504,21,91
316,14,583
912,85,380
168,29,788
573,43,710
83,20,551
794,86,481
405,3,520
772,46,773
839,33,24
177,76,977
762,51,657
553,80,378
85,84,219
646,40,902
160,24,148
37,4,921
459,2,203
533,23,148
127,59,787
451,3,948
989,14,243
458,32,870
196,48,95
597,93,470
656,96,865
478,85,798
862,100,948
280,89,58
564,81,924
580,31,198
239,72,207
205,17,213
204,16,273
63,6,897
379,84,737
59,89,98
500,3,960
479,8,689
769,40,127
777,39,139
455,26,557
725,100,693
834,28,38
11,59,107
551,89,11
851,23,38
36,9,222
846,48,951
103,16,355
546,14,955
7,82,352
529,77,75
413,66,568
611,76,92
714,30,333
489,57,80
491,48,362
41,48,825
392,82,575
6,19,242
800,53,564
936,39,882
144,26,840
271,21,255
372,35,689
433,27,31
907,89,127
178,27,343
306,69,967
138,80,186
268,41,682
457,17,128
169,59,155
314,4,758
667,73,54
437,26,503
386,64,559
635,3,794
563,97,617
723,46,734
156,87,164
334,12,302
714,85,778
885,33,182
129,94,361
746,76,748
340,74,730
127,60,582
49,82,516
398,2,728
939,43,23
619,19,706
993,22,35
931,79,1000
996,88,555
574,28,457
579,67,388
758,9,562
848,68,28
171,51,265
743,12,149
238,40,700
809,39,149
908,8,486
704,50,196
813,5,399
335,18,932
837,12,880
28,38,612
172,88,551
457,35,941
951,44,626
295,65,399
959,22,252
458,57,135
824,3,358
948,96,908
142,4,197
158,30,985
69,54,707
372,36,884
141,52,247
86,81,856
548,61,167
393,74,12
217,26,482
87,37,661
385,11,587
353,89,707
622,27,283
384,69,842
92,14,379
758,57,954
933,81,951
812,100,734
301,81,816
159,81,336
577,94,240
535,59,776
493,77,714
287,87,355
850,52,711
722,51,649
611,92,710
749,24,805
985,91,171
500,48,633
799,27,450
223,45,591
346,59,837
583,7,619
70,33,856
316,78,380
915,70,79
643,74,636
18,56,915
720,14,543
422,84,284
984,66,350
917,97,221
732,13,170
260,35,536
561,12,898
713,96,497
924,88,32
229,68,683
219,42,364
100,46,604
216,9,731
475,25,465
207,2,374
372,24,287
990,51,236
107,63,196
155,20,522
463,91,886
797,78,992
227,15,930
712,17,716
731,64,222
211,11,128
696,57,543
409,98,790
1,16,105
133,4,518
508,25,777
814,53,437
280,12,644
701,16,965
313,59,223
501,84,318
49,38,620
796,21,695
133,5,782
785,79,625
503,12,866
985,64,658
949,68,604
16,6,521
188,31,36
148,46,249
755,3,516
461,43,625
423,77,56
396,29,489
631,42,175
476,55,109
849,42,930
631,36,813
633,5,327
480,62,433
518,99,531
496,8,374
947,99,863
279,64,442
983,33,916
156,15,755
201,64,434
965,14,993
374,14,675
115,44,230
475,24,781
876,69,604
267,76,578
311,97,891
67,18,435
381,80,6
18,77,972
964,19,212
14,40,369
253,52,550
730,11,899
262,30,510
804,65,412
239,66,692
815,70,122
137,2,740
971,52,900
742,8,544
802,75,821
448,95,764
490,89,237
537,45,927
286,74,116
682,25,805
618,48,801
437,29,528
482,17,878
286,16,848
779,41,129
215,68,202
751,38,523
850,18,190
647,72,924
49,15,407
129,78,871
88,67,86
787,22,691
630,70,407
703,60,134
497,61,748
735,82,656
18,2,995
795,72,483
301,34,473
351,59,95
670,90,453
551,49,9
64,72,396
128,74,959
910,55,801
159,19,433
397,90,548
72,48,366
490,52,597
330,19,133
719,39,324
629,66,938
312,1,127
998,99,799
264,84,40
479,97,877
688,89,982
982,96,315
212,96,860
441,51,95
84,79,680
882,34,521
605,2,840
982,81,865
373,37,672
223,63,925
203,39,644
750,98,11
265,20,891
350,99,274
535,78,472
531,96,678
170,95,370
874,68,795
434,13,205
167,89,27
8,46,630
261,58,216
33,65,964
496,77,740
742,64,200
387,62,110
44,39,499
467,64,767
685,51,597
706,5,511
2,30,152
872,20,210
591,89,77
312,67,135
476,39,440
819,66,162
682,48,303
678,41,379
324,32,86
611,18,869
148,4,468
161,68,29
159,21,894
559,23,522
33,23,334
571,93,922
232,56,248
378,11,294
364,74,28
828,28,563
886,97,170
253,97,720
299,13,607
119,55,765
460,65,84
562,56,567
640,66,924
182,93,686
441,67,135
148,48,483
225,9,738
944,12,298
568,9,349
608,16,983
738,4,344
144,26,779
642,43,5
592,10,277
195,43,353
919,80,180
127,83,573
926,40,185
910,2,936
684,87,238
788,73,151
118,45,320
942,61,970
602,20,958
467,51,351
316,32,512
828,4,825
552,65,379
256,42,620
128,86,566
672,17,549
609,26,674
881,83,936
418,12,555
472,44,15
703,95,753
418,35,457
350,29,163
487,35,639
88,61,44
297,83,213
560,45,907
727,94,398
565,26,333
140,53,856
432,33,215
938,80,98
13,77,936
984,33,452
701,85,325
92,25,252
35,92,8
970,29,758
457,83,73
963,65,228
912,59,622
136,73,998
320,8,883
179,47,705
91,34,92
499,41,126
794,9,230
200,65,316
384,58,523
973,64,505
532,33,496
59,78,349
699,12,334
174,47,758
917,9,984
187,47,199
254,55,288
518,20,109
121,10,240
880,1,814
170,80,980
418,58,740
744,86,121
612,10,200
943,6,614
622,31,328
778,62,903
126,60,954
677,70,74
31,26,327
261,14,685
749,95,101
592,98,247
221,90,338
470,65,848
815,43,807
762,24,58
873,39,565
330,58,73
663,83,295
230,33,325
483,42,365
367,70,312
645,13,667
723,90,2
800,88,277
680,41,316
281,73,318
746,56,738
952,91,988
92,19,312
641,48,600
137,46,897
246,63,633
551,13,685
775,29,534
5,42,265
886,99,645
831,4,562
571,96,314
574,23,597
976,20,345
213,1,3
387,33,944
782,12,14
778,14,693
532,21,223
118,93,212
503,98,718
765,67,696
621,85,987
977,70,211
698,88,611
713,82,453
819,35,138
658,32,285
798,90,336
159,57,410
844,7,443
631,80,499
409,31,409
202,24,43
996,1,337
500,30,295
431,87,865
238,93,982
605,63,871
668,7,215
963,35,671
19,79,240
406,46,726
864,18,240
49,17,767
226,58,541
152,73,446
679,100,248
330,24,873
437,75,53
194,7,101
981,53,261
569,99,984
8,46,759
366,35,379
107,73,751
812,88,114
116,34,202
484,49,513
839,94,696
597,61,122
77,49,442
318,10,767
357,39,740
256,62,87
82,61,633
311,65,382
73,62,831
805,52,973
951,71,546
977,6,932
839,84,270
504,49,261
454,55,523
750,89,675
302,99,272
491,27,162
220,83,966
389,78,74
83,23,913
680,91,859
26,65,597
79,82,42
662,75,87
940,70,224
22,18,170
651,7,322
448,44,807
931,1,547
981,7,182
153,60,498
470,100,631
663,42,998
197,19,548
141,50,164
269,45,550
917,99,931
799,38,147
925,45,278
124,96,180
106,44,508
171,90,600
166,55,132
326,61,552
495,58,8
815,23,666
702,85,374
92,95,535
540,64,937
115,57,74
352,48,59
812,2,164
875,77,941
27,19,824
982,37,949
793,74,920
749,1,297
222,46,801
829,82,997
946,82,943
379,20,151
445,69,683
746,11,973
682,66,378
393,88,463
133,10,720
862,26,913
55,4,667
216,76,715
539,7,73
148,44,507
282,55,112
15,48,440
500,12,890
268,74,100
552,81,974
342,97,40
897,66,631
683,40,634
771,28,193
222,5,105
204,76,946
435,13,337
556,22,164
670,32,127
853,100,717
417,55,605
28,52,422
532,94,275
88,67,10
994,58,404
814,72,9
189,87,667
339,18,998
836,23,339
696,69,140
540,88,643
975,11,562
450,5,914
332,5,459
342,46,460
929,78,662
734,96,970
572,82,967
731,88,326
436,31,125
276,19,747
39,82,648
133,74,378
105,39,746
814,99,846
660,49,759
535,95,713
304,35,373
146,70,510
126,34,55
867,38,649
556,51,805
568,44,125
565,84,74
401,31,61
58,93,26
438,70,271
193,41,140
234,87,77
240,90,67
962,14,78
503,78,195
339,26,752
79,64,143
478,17,395
509,79,598
403,50,27
843,2,588
774,40,301
859,36,478
517,82,15
859,88,322
624,94,353
544,94,428
466,73,897
568,48,844
967,74,547
8,60,15
596,79,625
583,25,258
180,99,455
767,68,704
361,17,214
103,58,202
876,54,857
161,88,792
918,70,540
661,70,311
468,36,794
514,2,793
302,14,824
71,98,923
930,15,102
496,93,25
650,36,109
810,47,761
541,88,184
226,100,787
739,23,91
144,60,626
366,22,730
108,95,333
258,76,307
388,74,76
191,97,919
324,61,669
747,75,817
717,86,88
464,54,370
284,39,737
165,91,679
109,1,568
943,94,644
888,6,625
865,43,211
75,4,118
801,95,539
911,79,938
602,74,832
653,23,154
775,59,679
667,92,305
241,51,974
259,18,673
802,32,392
839,61,507
845,97,380
997,34,610
687,91,572
832,45,725
46,62,894
452,91,634
784,28,455
858,94,805
233,33,631
64,91,891
623,95,606
221,75,128
268,24,830
898,8,90
265,98,562
199,97,932
110,90,878
187,86,23
55,75,667
119,34,561
209,37,505
193,94,765
1000,44,952
396,39,498
255,13,476
27,45,18
753,12,352
808,14,287
472,94,313
979,5,259
934,35,865
933,43,634
409,20,358
635,31,490
382,74,637
453,67,935
469,16,682
131,92,568
788,17,247
495,36,757
817,27,35
871,38,847
618,18,22
104,98,407
364,16,136
65,40,783
440,45,427
141,89,938
955,81,446
406,20,623
512,52,492
112,31,812
341,20,657
928,31,801
770,25,347
287,73,865
218,33,140
172,99,630
507,92,369
435,5,535
413,26,900
760,86,560
414,89,842
967,72,144
25,12,908
48,88,6
14,34,32
78,39,187
477,18,106
140,21,723
828,58,65
925,27,754
505,37,925
820,23,740
24,53,498
147,45,660
939,81,1000
476,21,538
49,2,352
213,31,135
766,41,742
238,26,497
334,98,472
774,75,690
909,26,580
869,7,138
706,44,765
159,82,782
723,93,383
656,99,294
615,19,840
302,84,671
786,98,806
498,5,758
152,67,966
686,34,389
282,62,881
233,25,445
491,94,285
512,93,944
828,86,562
927,10,218
173,86,297
363,98,807
649,64,573
916,61,964
180,10,199
555,97,281
288,93,276
624,80,151
921,75,334
734,7,870
836,44,945
86,30,837
714,69,665
469,50,368
373,51,121
310,15,672
88,41,986
447,44,69
385,59,151
740,78,230
806,83,948
75,78,20
865,2,867
521,86,481
735,57,909
572,23,544
237,85,612
594,47,945
919,7,232
226,78,163
749,10,246
440,71,278
168,19,511
828,79,287
132,73,133
450,75,339
990,14,214
224,80,543
331,75,992
948,66,702
690,66,810
146,53,924
743,42,757
577,11,216
864,88,322
20,19,556
847,100,25
542,78,313
448,32,906
479,28,731
721,61,329
348,62,356
748,48,431
752,45,214
414,19,615
374,11,46
829,20,857
334,86,223
537,90,857
980,37,939
535,23,342
207,97,43
362,1,875
231,24,505
764,12,817
869,70,383
971,56,465
472,68,830
248,65,743
659,8,191
189,88,798
251,79,276
86,69,824
616,14,795
133,44,857
239,82,100
125,16,183
719,34,148
391,13,836
892,92,219
951,24,214
274,4,715
85,74,643
886,64,922
257,99,657
916,16,296
435,32,897
783,98,795
460,29,197
512,46,853
300,28,930
841,30,843
182,9,429
174,50,13
271,37,315
713,76,690
219,96,912
611,95,720
724,30,267
935,98,55
165,23,365
438,8,599
528,65,888
333,85,35
578,42,247
200,70,128
437,72,615
401,12,322
291,95,366
740,68,349
642,45,505
800,43,454
135,100,549
366,24,18
985,76,368
347,98,566
238,23,209
646,80,220
502,80,809
734,75,425
585,74,662
416,30,102
679,93,264
749,39,445
209,43,320
993,34,597
277,21,966
572,6,400
309,82,24
843,49,585
841,100,514
452,42,352
638,35,287
547,7,683
840,53,117
902,61,88
854,45,968
703,80,884
731,68,475
15,87,989
58,76,410
171,62,138
268,14,145
378,16,361
154,49,522
687,2,291
164,27,170
648,17,68
714,22,640
718,23,404
251,9,850
370,88,966
435,45,335
995,64,889
648,81,59
351,34,241
408,47,507
889,9,809
548,49,110
628,66,476
626,81,493
710,70,554
159,90,280
428,54,444
919,92,930
934,77,86
871,56,397
203,24,929
719,53,334
201,92,41
438,11,880
902,11,631
519,91,788
164,28,130
950,99,327
704,59,884
323,77,564
198,38,528
154,48,289
346,52,278
8,52,234
763,94,363
132,29,27
334,89,381
505,10,924
465,98,302
681,80,905
755,92,426
63,11,718
221,26,97
538,1,243
296,74,931
395,23,427
544,100,458
583,90,782
624,60,446
208,58,20
575,1,481
463,65,421
588,37,943
203,21,730
336,51,5
710,90,594
859,97,729
568,10,36
574,51,799
450,41,334
461,15,664
506,89,472
687,53,392
11,81,70
958,21,101
32,98,126
413,40,677
696,66,970
481,28,94
714,99,929
716,37,381
542,95,487
276,29,456
318,57,553
211,80,968
15,53,986
513,56,983
337,63,413
43,8,947
741,86,302
53,15,356
928,4,422
929,83,142
777,51,990
353,50,103
336,34,107
841,29,688
790,61,809
808,13,518
432,10,284
993,59,608
361,13,311
817,73,191
165,7,582
927,89,746
903,90,676
388,13,373
85,63,262
933,66,198
94,67,284
404,63,720
287,14,390
120,5,513
327,56,84
642,55,477
492,98,308
413,73,490
702,47,284
421,4,650
339,86,641
140,69,938
578,54,747
284,16,90
183,50,483
818,44,917
366,66,431
189,41,341
732,14,817
904,65,830
554,28,159
40,9,913
559,6,469
611,20,864
512,52,594
840,25,631
181,24,790
524,17,426
864,56,711
539,25,731
713,24,149
61,75,164
966,40,917
372,86,743
258,56,709
30,43,327
767,32,763
558,53,205
504,61,270
54,100,971
543,36,168
783,74,854
512,79,819
903,92,710
587,95,716
783,36,459
477,21,160
833,8,457
195,28,542
476,12,754
795,21,52
958,31,751
721,75,992
170,32,581
477,99,948
632,10,362
756,40,587
624,38,83
198,5,639
983,81,125
457,2,58
176,90,442
837,5,841
557,99,955
210,42,586
530,22,309
332,93,12
34,88,241
619,66,219
433,11,289
102,49,494
547,8,929
248,65,257
941,81,788
972,37,200
784,24,493
618,7,965
563,44,268
140,20,430
655,47,749
541,91,194
672,86,587
79,86,844
228,34,764
346,95,253
496,65,498
110,23,446
101,89,673
612,75,684
668,13,789
144,96,786
526,9,133
367,68,485
829,2,55
54,28,298
531,7,163
993,88,629
469,38,803
261,58,187
356,44,353
663,54,945
393,84,644
297,46,502
440,20,309
283,44,230
599,9,9
727,90,786
969,29,58
150,77,973
533,66,831
552,32,900
480,93,637
472,57,451
370,36,899
736,99,723
211,57,425
95,62,829
877,84,892
147,63,582
881,20,934
622,61,197
975,95,941
856,48,404
410,23,180
30,57,951
368,21,659
200,98,322
677,42,186
469,39,187
751,97,356
340,78,846
414,99,663
998,40,503
971,75,865
572,28,51
921,48,97
241,36,36
447,45,574
500,85,667
820,19,350
220,43,878
205,92,988
777,49,962
801,3,221
975,20,211
783,33,220
112,66,772
883,99,735
103,4,59
201,88,960
100,96,596
609,7,888
741,37,625
480,80,281
136,69,675
749,60,729
328,12,118
591,100,194
555,49,842
480,89,185
984,90,672
108,9,644
16,28,943
583,81,872
393,91,550
836,15,547
952,86,668
927,53,425
850,4,968
800,21,311
79,62,179
68,97,275
567,47,132
684,21,668
798,3,184
161,70,387
552,67,53
586,50,21
277,52,597
759,76,749
632,12,179
488,82,639
534,84,259
401,51,32
25,71,645
658,20,132
711,36,788
678,12,908
804,50,516
584,45,256
371,29,380
793,55,919
554,19,847
90,1,799
752,18,97
547,79,547
122,88,862
712,26,218
376,88,610
249,16,537
549,35,824
143,35,485
181,96,653
292,48,132
334,58,648
205,71,52
388,50,125
864,24,408
606,29,986
860,83,18
664,87,601
448,71,87
949,78,239
237,89,714
55,61,536
976,92,216
840,63,555
917,48,970
636,89,438
833,13,874
109,47,690
271,81,253
465,85,55
242,28,500
871,96,1
45,89,754
381,54,191
690,17,238
226,30,796
327,79,178
722,47,936
505,59,119
829,75,450
563,82,217
26,55,213
597,85,967
722,60,883
649,93,943
375,14,951
809,32,402
309,28,252
273,97,791
215,72,24
779,8,436
26,25,291
974,83,457
259,80,26
643,95,100
480,33,345
54,77,119
437,7,909
853,23,566
221,24,555
219,10,35
334,81,24
969,49,949
147,76,483
972,65,520
923,6,366
201,77,669
304,54,852
563,62,58
637,25,909
217,47,433
838,30,306
898,47,404
500,41,164
825,73,118
207,85,919
160,63,363
668,15,931
410,93,73
527,18,497
318,25,615
835,93,364
80,48,627
914,62,808
926,83,864
783,30,61
748,77,478
899,69,737
465,79,585
774,6,207
315,53,759
63,15,488
886,82,57
616,79,691
647,18,166
977,63,498
439,86,319
673,62,192
67,50,609
290,6,288
610,51,63
763,85,395
321,33,500
483,33,449
275,40,982
527,25,123
898,13,485
658,82,782
567,31,343
951,58,169
153,65,524
75,61,997
630,74,137
478,88,970
668,73,927
196,44,780
400,66,758
304,88,726
472,34,76
975,56,629
522,85,129
319,92,404
18,4,976
449,14,643
158,34,218
909,76,993
165,52,967
925,78,634
121,43,845
824,59,294
384,46,951
599,19,296
79,30,483
879,83,51
369,90,537
949,8,574
65,75,661
67,69,58
702,18,844
598,38,621
15,30,352
589,3,307
330,76,145
14,5,131
246,41,562
523,3,346
779,28,701
516,45,610
79,67,639
36,45,675
603,32,921
622,36,504
54,40,540
610,73,576
749,59,481
35,78,920
399,74,295
719,21,315
861,11,976
647,3,233
492,16,981
10,59,970
860,50,564
654,45,534
471,100,596
243,48,153
558,24,550
735,4,363
911,92,629
99,71,897
645,87,750
198,72,68
114,35,386
351,99,342
140,45,924
705,24,428
214,89,461
376,1,575
913,20,911
439,18,439
98,96,539
992,17,84
334,11,788
753,42,305
841,67,757
618,36,489
853,94,4
739,14,757
775,67,443
650,63,580
83,76,823
338,3,360
210,13,683
614,44,846
542,9,37
439,98,510
174,54,299
384,48,508
740,5,812
270,19,791
980,62,291
116,21,246
552,39,101
126,20,824
819,46,927
623,54,335
35,76,168
157,77,878
140,61,479
558,69,920
902,92,344
216,11,536
634,74,711
524,94,825
844,4,175
613,19,190
281,70,755
709,60,372
545,3,617
988,45,374
659,31,246
331,24,327
584,61,373
723,63,831
895,55,917
193,84,663
737,54,463
676,37,288
372,87,490
518,45,775
909,55,672
958,3,644
387,90,686
459,8,207
888,86,69
537,48,893
183,85,330
343,57,480
245,20,545
502,50,200
305,82,223
884,90,772
761,50,874
164,1,985
28,61,410
421,35,456
939,26,764
691,53,714
712,56,613
599,63,648
505,26,681
93,18,165
909,82,157
554,31,235
895,15,371
432,46,767
422,13,175
43,97,652
659,83,833
978,16,112
542,27,999
555,67,793
300,26,622
756,51,597
586,79,407
447,69,711
918,74,924
555,40,482
361,15,635
8,95,31
768,39,126
124,68,540
110,46,451
339,61,292
753,18,204
82,79,735
853,24,653
615,40,685
674,78,207
819,45,531
266,58,617
22,97,8
472,87,738
613,50,196
585,70,955
432,21,355
423,97,978
534,83,572
42,25,307
788,84,717
566,95,569
489,15,205
412,60,75
961,65,458
842,72,216
687,27,711
33,95,740
667,76,127
151,5,33
969,63,282
193,28,797
290,23,362
28,22,513
891,15,618
422,15,291
368,69,442
331,62,554
736,80,5
232,64,14
372,50,137
601,47,371
489,84,363
888,86,634
737,96,525
235,93,141
350,86,359
748,13,922
250,24,181
491,77,486
345,85,612
793,19,514
224,39,292
198,90,54
678,61,544
677,33,627
41,45,661
598,62,893
105,51,859
902,90,956
617,90,829
506,7,54
943,40,700
595,11,627
485,37,6
759,30,366
902,79,453
343,43,384
62,26,537
422,8,17
844,5,545
654,83,471
600,33,811
153,6,211
457,76,111
249,52,48
664,43,843
233,41,471
347,70,940
387,65,755
252,35,25
193,74,409
836,96,817
67,6,844
165,21,533
157,86,18
10,65,447
256,77,530
968,43,989
41,94,687
924,70,564
903,37,556
219,1,374
467,51,467
226,58,703
782,28,27
856,99,598
741,5,919
174,43,525
242,56,184
471,65,285
41,23,753
671,36,463
152,10,191
85,23,479
702,91,490
852,85,1
145,53,969
625,38,163
590,66,147
114,45,398
130,50,944
871,9,734
190,8,1000
759,58,441
89,8,609
952,100,902
156,60,650
105,55,963
904,99,387
230,43,943
597,63,972
437,60,864
618,29,115
857,99,987
655,1,922
938,82,317
4,7,388
373,98,293
543,46,343
306,92,333
285,7,559
312,53,763
27,85,904
456,81,67
983,50,499
140,11,232
37,42,145
320,27,303
225,21,912
448,84,754
633,17,95
860,17,757
520,26,561
8,28,649
541,61,747
53,33,185
43,91,871
31,32,573
773,26,893
76,54,934
200,8,355
260,16,512
736,42,809
946,22,379
164,93,210
440,62,603
142,24,169
634,28,229
4,69,296
883,54,44
884,41,26
529,95,569
280,50,820
625,20,589
547,22,587
863,88,160
558,52,495
285,69,610
288,65,855
956,1,762
300,35,155
987,78,958
733,30,178
752,22,966
552,69,158
784,27,873
915,14,969
680,69,369
708,10,958
195,88,884
197,42,739
893,14,622
579,1,127
257,63,935
893,53,320
972,99,74
177,82,148
784,86,197
953,86,424
167,99,71
70,56,386
86,74,998
399,69,646
912,56,111
799,36,548
276,27,559
655,15,865
603,59,234
185,59,21
579,80,458
280,46,923
413,38,590
295,98,127
373,86,901
87,70,176
446,27,50
103,35,175
60,92,928
89,57,457
520,8,737
645,73,483
712,92,66
962,49,379
546,30,66
176,84,537
325,93,830
519,92,208
345,86,953
163,77,582
443,11,3
877,65,535
910,44,876
429,64,664
390,92,637
227,29,987
370,45,758
68,70,409
110,1,966
79,91,60
776,92,841
426,36,952
951,66,627
351,41,516
59,54,176
325,99,851
378,81,498
955,59,826
759,4,306
516,28,414
378,64,358
310,43,464
68,82,919
259,61,831
231,85,109
338,87,759
215,89,570
914,91,892
202,24,586
309,75,440
719,39,239
246,89,664
555,72,171
104,14,750
112,68,546
162,82,308
392,31,337
388,48,430
212,88,309
576,10,125
75,5,836
355,61,232
602,10,290
482,63,971
626,36,594
625,11,733
572,59,636
274,18,174
848,57,500
286,82,988
569,42,427
7,67,753
725,61,280
470,49,122
901,98,635
883,4,670
476,14,844
298,85,137
244,18,995
389,58,469
862,54,37
915,51,94
144,83,284
478,24,918
252,1,643
13,87,338
844,99,19
328,99,682
557,53,466
277,75,851
710,5,543
954,91,783
499,76,302
318,42,371
30,31,36
693,8,408
258,24,2
416,27,414
583,19,702
569,26,689
291,6,757
113,7,403
366,45,944
697,73,537
239,99,219
131,82,260
673,6,693
10,89,253
681,20,311
58,66,124
997,43,794
710,47,957
33,75,298
60,35,153
965,39,671
844,94,486
176,46,37
61,59,864
441,50,26
105,92,712
918,78,15
607,6,396
972,65,908
803,18,902
204,81,324
466,22,811
669,29,556
336,7,865
198,94,358
519,45,306
204,50,980
431,51,308
199,60,199
555,81,887
617,36,934
429,77,582
857,61,560
806,5,652
447,42,392
71,45,658
736,62,656
203,15,740
479,4,181
356,12,522
225,66,519
188,35,718
18,36,308
311,95,85
439,25,394
379,90,905
564,15,854
129,54,391
587,10,59
647,97,827
414,6,443
612,74,132
998,81,630
33,87,65
85,65,503
957,65,495
427,78,879
189,13,868
423,46,490
314,23,42
427,16,802
107,12,939
177,22,817
700,14,459
221,62,682
497,8,401
994,87,221
732,13,970
50,67,570
615,82,791
551,24,28
272,11,248
42,92,241
83,70,9
522,77,34
951,5,185
59,32,5
654,17,41
778,24,162
751,86,11
389,75,28
61,86,68
302,76,328
346,6,607
490,55,154
586,35,705
403,20,771
528,57,172
146,15,984
314,40,265
976,15,834
113,94,362
884,53,336
229,36,883
664,4,769
98,69,566
305,6,52
771,54,403
819,82,507
121,98,120
333,91,142
110,52,414
648,47,864
212,37,181
793,8,463
334,57,774
723,40,567
192,61,305
395,12,155
175,99,230
37,89,829
6,24,111
862,52,97
948,89,27
15,71,247
829,45,189
776,87,429
278,73,896
306,43,921
879,19,652
271,43,928
967,26,16
216,95,900
868,96,148
177,24,341
551,24,117
740,13,333
929,92,741
526,90,444
818,54,991
726,61,346
713,38,934
396,35,981
276,38,916
715,26,188
892,20,466
543,19,224
898,12,198
271,13,941
965,58,600
337,70,19
632,72,799
165,93,616
121,92,343
546,15,351
81,13,454
322,90,828
933,11,923
897,2,413
753,95,557
702,32,21
221,67,311
303,55,131
344,39,239
480,80,72
845,13,661
576,82,673
69,61,447
459,99,102
52,59,296
191,33,90
274,58,864
488,28,847
583,90,835
209,6,465
641,73,408
296,99,892
418,50,742
981,90,46
970,38,334
230,49,205
925,50,369
795,58,176
396,28,186
870,54,228
385,15,789
874,59,602
414,18,842
377,71,538
60,13,393
97,69,654
180,1,350
394,43,598
748,13,321
957,80,730
556,50,847
181,36,200
578,24,249
331,98,3
142,50,571
502,29,168
94,78,211
790,40,404
629,87,782
941,78,102
463,93,459
619,11,564
478,92,499
262,88,991
906,96,261
948,71,640
968,47,230
206,63,198
465,38,877
933,76,662
813,36,56
548,80,757
372,94,106
307,72,472
213,39,436
696,80,585
972,55,91
475,35,725
487,30,154
724,47,785
817,9,799
63,41,651
971,68,467
661,43,194
198,59,106
631,20,636
201,59,93
352,46,876
963,68,734
31,55,905
80,81,439
773,68,635
801,13,229
288,68,449
734,50,43
36,22,452
832,84,85
704,67,604
907,13,251
460,40,760
121,11,158
823,66,479
162,73,583
483,73,671
288,23,436
894,98,184
16,17,319
447,85,92
358,77,470
835,77,271
995,92,38
286,70,358
392,63,711
656,64,42
454,53,969
763,29,671
307,81,925
18,36,949
294,39,167
973,25,768
37,42,621
404,11,289
895,56,176
916,42,750
505,55,612
594,32,287
608,56,428
425,49,253
204,71,376
226,20,732
249,61,314
465,53,26
671,44,312
511,51,16
720,54,302
310,32,881
733,16,555
711,48,278
369,87,342
285,40,603
553,34,36
518,76,472
412,78,635
108,9,598
991,47,634
819,22,828
938,45,138
228,15,664
659,3,322
346,42,990
681,38,630
856,58,376
421,69,391
645,93,492
823,19,894
163,35,874
742,87,864
608,18,256
619,84,1
47,21,714
637,9,85
139,51,663
380,51,902
550,77,63
455,9,710
996,9,127
171,67,259
758,55,697
871,48,494
360,53,534
681,81,956
256,27,926
352,80,420
53,14,809
391,73,287
394,58,688
771,51,780
107,9,227
591,13,794
766,17,589
538,49,476
305,82,832
746,70,917
947,26,559
662,76,194
333,96,465
157,12,343
877,29,539
621,25,582
544,71,287
693,63,287
860,5,62
851,53,664
455,47,473
333,62,391
41,60,502
375,18,894
825,72,620
543,82,266
465,87,392
131,45,802
788,27,316
969,79,56
83,86,393
73,41,600
948,55,350
140,79,423
833,7,198
199,52,861
794,9,760
67,71,691
711,3,493
350,7,498
155,92,801
440,96,569
439,75,551
299,6,3
874,22,204
143,46,560
703,39,568
653,78,404
848,74,313
418,89,62
10,52,532
921,53,733
61,51,788
733,10,143
393,50,120
997,66,297
359,80,733
514,41,955
762,57,210
928,53,254
807,14,254
120,74,418
349,13,73
53,59,160
824,41,850
88,50,433
756,12,850
513,99,944
631,40,463
124,65,773
189,89,426
883,15,410
483,98,364
78,2,922
688,90,546
955,94,360
366,63,399
969,80,203
121,5,984
553,5,117
832,51,502
142,37,246
593,67,25
124,32,175
744,59,691
774,60,135
943,7,524
689,53,352
797,58,119
345,82,258
277,14,766
852,48,894
777,18,868
186,38,183
462,74,469
689,73,634
319,13,149
966,92,244
879,79,896
587,9,1000
725,34,38
650,40,440
424,81,736
21,56,799
464,89,657
10,30,286
200,25,585
365,74,385
398,92,685
41,88,197
362,100,377
578,7,902
244,98,336
829,49,420
631,70,367
55,97,767
750,9,137
252,40,203
596,6,927
616,27,927
701,30,722
517,5,651
582,85,271
889,7,841
324,13,942
84,4,871
269,53,730
435,49,639
707,77,42
863,82,481
866,29,712
718,22,151
621,55,323
799,94,600
38,89,786
366,77,223
803,65,165
313,2,987
557,55,594
193,5,457
913,7,692
315,86,215
352,79,429
456,88,699
412,94,171
263,61,254
500,99,486
881,54,891
647,84,900
400,18,511
629,10,652
891,50,383
667,55,37
387,9,845
961,67,621
600,100,7
735,74,198
503,80,574
23,26,896
557,100,38
